낭비비,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0
0.0,60,623,1344,1781,2125,2710,3602,4275,5068,5558,5762
0.1,630,1137,1786,2179,2488,3015,3818,4424,5137,5579,5762
0.2,1201,1651,2228,2577,2852,3321,4034,4572,5207,5599,5762
0.3,1771,2165,2669,2975,3216,3626,4250,4721,5276,5620,5763
0.4,2341,2679,3111,3373,3580,3931,4466,4870,5346,5640,5763
0.5,2911,3193,3553,3772,3944,4237,4682,5019,5415,5661,5763
0.6,3482,3707,3995,4170,4308,4542,4898,5168,5485,5681,5763
0.7,4052,4221,4437,4568,4671,4847,5115,5316,5554,5702,5763
0.8,4622,4735,4879,4966,5035,5152,5331,5465,5624,5722,5763
0.9,5193,5249,5321,5365,5399,5458,5547,5614,5693,5743,5763
1.0,5763,5763,5763,5763,5763,5763,5763,5763,5763,5763,5763
